val_loss,train_loss
0.23480674624443054,
0.055554937571287155,0.055950406938791275
0.05091976746916771,0.05036333203315735
0.04796365275979042,0.048786815255880356
0.04565982148051262,0.04863405227661133
0.044161662459373474,0.04522854462265968
0.043088458478450775,0.04425540193915367
0.04226260632276535,0.04265962168574333
0.04165344685316086,0.03799566999077797
0.041455525904893875,0.04016663134098053
0.04074810445308685,0.036390382796525955
0.04038706049323082,0.04137064889073372
0.040133051574230194,0.04012221097946167
0.03982922062277794,0.03570260852575302
0.03961784020066261,0.04440518096089363
0.039428889751434326,0.04038188233971596
0.03934367373585701,0.04288715124130249
0.03926720842719078,0.039143212139606476
0.03893236443400383,0.04110998287796974
0.03883012756705284,0.039806947112083435
0.03869357705116272,0.03822014108300209
0.03865382820367813,0.03901680186390877
0.0384482741355896,0.0391794815659523
0.03831838443875313,0.03871588408946991
0.03845084086060524,0.039266157895326614
0.03831173852086067,0.03342825546860695
0.03831465542316437,0.04144156724214554
0.03805479034781456,0.03987598046660423
0.03791075199842453,0.03877560794353485
0.0381232313811779,0.040533993393182755
0.037905674427747726,0.04008759930729866
0.03773179277777672,0.038345739245414734
0.0377526693046093,0.03848980367183685
0.03775060549378395,0.03138615936040878
0.03763570263981819,0.0378730446100235
0.03758620098233223,0.03739577904343605
0.03748573362827301,0.03586583584547043
0.037557318806648254,0.0382106639444828
0.037701670080423355,0.04020630940794945
0.03746268153190613,0.03472715988755226
0.03735056146979332,0.03794454038143158
0.03747580945491791,0.03616219386458397
0.03736168518662453,0.035017941147089005
0.0373045913875103,0.03088788129389286
0.03726193681359291,0.03586478903889656
0.03725375235080719,0.0345352478325367
0.0372314415872097,0.035738036036491394
0.0371803380548954,0.03558596223592758
0.03717394918203354,0.032543081790208817
0.03722277656197548,0.03459234908223152
0.03711475804448128,0.035885632038116455
