val_loss,train_loss
0.19549071788787842,
0.06068229675292969,0.05912185087800026
0.04335271194577217,0.047016389667987823
0.0387195348739624,0.03876042738556862
0.03660303354263306,0.036039095371961594
0.03573250398039818,0.03802243992686272
0.03516562283039093,0.03445051610469818
0.03392866626381874,0.034548088908195496
0.03434249386191368,0.03620033338665962
0.03314698114991188,0.035190824419260025
0.03270593658089638,0.03397342562675476
0.032208140939474106,0.03255780413746834
0.032290760427713394,0.032653242349624634
0.031833622604608536,0.03298597037792206
0.03172265738248825,0.031816400587558746
0.032104410231113434,0.030923718586564064
0.031247742474079132,0.02949354611337185
0.031065043061971664,0.03224465996026993
0.0317339226603508,0.03082912415266037
0.030810434371232986,0.031967487186193466
0.03099675476551056,0.03151159733533859
0.030830128118395805,0.033529624342918396
0.030511800199747086,0.03050990030169487
0.03152714669704437,0.030854331329464912
0.03081333450973034,0.03061482310295105
0.03113408200442791,0.0304547306150198
0.030593937262892723,0.028843477368354797
