val_loss,train_loss
0.2820454239845276,
0.042712997645139694,0.043371282517910004
0.02539011649787426,0.028039494529366493
0.01944621279835701,0.019860515370965004
0.016165029257535934,0.016990600153803825
0.014298989437520504,0.015264342539012432
0.013187960721552372,0.013742940500378609
0.012467371299862862,0.014092683792114258
0.012339248321950436,0.013257313519716263
0.01114821620285511,0.013012639246881008
0.010969256050884724,0.013467340730130672
0.010482409968972206,0.011778763495385647
0.01054229587316513,0.01121891476213932
0.010040899738669395,0.011364162899553776
0.00983638409525156,0.010548261925578117
0.009770745411515236,0.010589279234409332
0.009500360116362572,0.010085875168442726
0.009440925903618336,0.010194975882768631
0.009596746414899826,0.009926053695380688
0.009294135496020317,0.010193614289164543
0.009158850647509098,0.009615064598619938
0.009130661375820637,0.009424523450434208
0.008734297007322311,0.009823625907301903
0.008917070925235748,0.009714470244944096
0.008594833314418793,0.00993511825799942
0.00894856359809637,0.009666373021900654
0.00875839777290821,0.00916486419737339
0.008752919733524323,0.009866844862699509
